Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,order_date,unit_price,currency,unit_price_eur,quantity,gross_revenue_eur,returns_count,refund_amount,any_return_status,tickets_count,avg_sentiment,top_topic,is_returned,refund_rate
101181,08/12/2023,C0006,Accessories,Accessory Bundle,27.11,1,Paid,2023-12-08,27.11,EUR,27.11,1,27.11,0,0.0,,0,0.0,no_ticket,0,0.0
100062,17/11/2023,C0001,Smart Home,NordLock Pro,221.97,1,Paid,2023-11-17,221.97,EUR,221.97,1,221.97,0,0.0,,0,0.0,no_ticket,0,0.0
100858,09/12/2023,C0001,Electronics,TV Pro,1060.25,1,Failed,2023-12-09,1060.25,EUR,1060.25,1,1060.25,0,0.0,,0,0.0,no_ticket,0,0.0
101049,2023-12-13,C0001,Electronics,NoiseCancel Headphones,288,1,Paid,2023-12-13,288.0,EUR,288.0,1,288.0,0,0.0,,0,0.0,no_ticket,0,0.0
100686,2023-12-05,C0059,Electronics,Tablet A,753.90,1,Paid,2023-12-05,753.9,EUR,753.9,1,753.9,0,0.0,,2,-1.0,defect_quality,0,0.0
100233,24/11/2023,C0278,Electronics,TV Pro,1041.16,1,Paid,2023-11-24,1041.16,EUR,1041.16,1,1041.16,0,0.0,,0,0.0,no_ticket,0,0.0
100094,2023-11-18,C0076,Accessories,Charger,"28,32 EUR",3,Paid,2023-11-18,28.32,EUR,28.32,3,84.96000000000001,0,0.0,,0,0.0,no_ticket,0,0.0
100215,23/11/2023,C0063,Electronics,Smartphone Z,1077.99,1,Paid,2023-11-23,1077.99,EUR,1077.99,1,1077.99,0,0.0,,0,0.0,no_ticket,0,0.0
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,2023-11-26,1601.36,EUR,1601.36,1,1601.36,0,0.0,,0,0.0,no_ticket,0,0.0
100202,2023-11-23,C0002,Smart Home,NordLock Pro,$186.48,1,Pending,2023-11-23,186.48,USD,171.5616,1,171.5616,0,0.0,,0,0.0,no_ticket,0,0.0
100290,2023-11-25,C0002,Accessories,Phone Case,12.32,1,Paid,2023-11-25,12.32,EUR,12.32,1,12.32,0,0.0,,0,0.0,no_ticket,0,0.0
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,2023-12-06,672.16,EUR,672.16,1,672.16,0,0.0,,0,0.0,no_ticket,0,0.0
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,2023-11-27,727.66,EUR,727.66,1,727.66,0,0.0,,0,0.0,no_ticket,0,0.0
101141,01/12/2023,C0038,Accessories,Accessory Bundle,55.24,3,Paid,2023-12-01,55.24,EUR,55.24,3,165.72,0,0.0,,0,0.0,no_ticket,0,0.0
100891,2023-12-09,C0008,Smart Home,NordLock Pro,"212,31 EUR",2,Paid,2023-12-09,212.31,EUR,212.31,2,424.62,0,0.0,,0,0.0,no_ticket,0,0.0
101188,2023-12-10,C0062,Accessories,Wireless Mouse,32.09,1,Paid,2023-12-10,32.09,EUR,32.09,1,32.09,0,0.0,,0,0.0,no_ticket,0,0.0
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,"166,52 EUR",1,Paid,2023-11-18,166.52,EUR,166.52,1,166.52,0,0.0,,0,0.0,no_ticket,0,0.0
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.50,1,Paid,2023-12-09,231.5,EUR,231.5,1,231.5,0,0.0,,0,0.0,no_ticket,0,0.0
100070,2023-11-17,C0124,Accessories,Accessory Bundle,"86,79 EUR",1,Paid,2023-11-17,86.79,EUR,86.79,1,86.79,0,0.0,,1,-3.0,defect_quality,0,0.0
100797,07/12/2023,C0097,Electronics,Tablet A,583.65,1,Paid,2023-12-07,583.65,EUR,583.65,1,583.65,0,0.0,,0,0.0,no_ticket,0,0.0
100721,2023-12-06,C0085,Smart Home,NordLock Pro,"200,26 EUR",1,Paid,2023-12-06,200.26,EUR,200.26,1,200.26,0,0.0,,2,-1.5,defect_quality,0,0.0
100796,2023-12-07,C0145,Accessories,Wireless Mouse,"43,57 EUR",1,Paid,2023-12-07,43.57,EUR,43.57,1,43.57,0,0.0,,2,-1.0,delivery,0,0.0
100353,28/11/2023,C0010,Electronics,NoiseCancel Headphones,"297,95 EUR",1,Failed,2023-11-28,297.95,EUR,297.95,1,297.95,0,0.0,,0,0.0,no_ticket,0,0.0
100352,2023-11-28,C0013,Electronics,Laptop X,1343,1,Paid,2023-11-28,1343.0,EUR,1343.0,1,1343.0,0,0.0,,0,0.0,no_ticket,0,0.0
100551,02/12/2023,C0200,Electronics,Tablet A,"445,23 EUR",1,Paid,2023-12-02,445.23,EUR,445.23,1,445.23,0,0.0,,0,0.0,no_ticket,0,0.0
100404,2023-11-29,C0017,Smart Home,NordTherm,"83,85 EUR",1,Paid,2023-11-29,83.85,EUR,83.85,1,83.85,0,0.0,,0,0.0,no_ticket,0,0.0
100715,06/12/2023,C0002,Electronics,NoiseCancel Headphones,"330,75 EUR",1,Paid,2023-12-06,330.75,EUR,330.75,1,330.75,0,0.0,,0,0.0,no_ticket,0,0.0
100170,2023-11-22,C0199,Electronics,TV Pro,"1 050,20 EUR",1,Failed,2023-11-22,50.2,EUR,50.2,1,50.2,0,0.0,,0,0.0,no_ticket,0,0.0
100431,29/11/2023,C0310,Smart Home,NordLock Pro,"193,31 EUR",1,Paid,2023-11-29,193.31,EUR,193.31,1,193.31,0,0.0,,0,0.0,no_ticket,0,0.0
100608,2023-12-04,C0024,Smart Home,NordTherm,"81,21 EUR",1,Paid,2023-12-04,81.21,EUR,81.21,1,81.21,0,0.0,,0,0.0,no_ticket,0,0.0
100648,2023-12-05,C0024,Electronics,Smartphone Z,834.38,1,Paid,2023-12-05,834.38,EUR,834.38,1,834.38,0,0.0,,0,0.0,no_ticket,0,0.0
100623,04/12/2023,C0002,Accessories,Laptop Sleeve,"43,96 EUR",2,Paid,2023-12-04,43.96,EUR,43.96,2,87.92,0,0.0,,0,0.0,no_ticket,0,0.0
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.70,2,Paid,2023-11-27,300.7,EUR,300.7,2,601.4,0,0.0,,0,0.0,no_ticket,0,0.0
100742,2023-12-07,C0001,Accessories,USB-C Cable,"10,69 EUR",4,Paid,2023-12-07,10.69,EUR,10.69,4,42.76,0,0.0,,0,0.0,no_ticket,0,0.0
100873,2023-12-09,C0004,Electronics,Smartphone Z,"863,18 EUR",1,Paid,2023-12-09,863.18,EUR,863.18,1,863.18,0,0.0,,0,0.0,no_ticket,0,0.0
100078,18/11/2023,C0007,Electronics,Tablet A,"527,12 EUR",1,Paid,2023-11-18,527.12,EUR,527.12,1,527.12,0,0.0,,0,0.0,no_ticket,0,0.0
101143,2023-12-10,C0001,Electronics,TV Pro,"970,60 EUR",1,Paid,2023-12-10,970.6,EUR,970.6,1,970.6,0,0.0,,0,0.0,no_ticket,0,0.0
100910,10/12/2023,C0006,Smart Home,NordLock Pro,181.92,1,Failed,2023-12-10,181.92,EUR,181.92,1,181.92,0,0.0,,0,0.0,no_ticket,0,0.0
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,2023-11-29,187.29,EUR,187.29,1,187.29,0,0.0,,0,0.0,no_ticket,0,0.0
100272,25/11/2023,C0003,Electronics,TV Pro,1118.62,1,Paid,2023-11-25,1118.62,EUR,1118.62,1,1118.62,0,0.0,,0,0.0,no_ticket,0,0.0
100081,18/11/2023,C0091,Electronics,Tablet A,372.51,1,Paid,2023-11-18,372.51,EUR,372.51,1,372.51,0,0.0,,0,0.0,no_ticket,0,0.0
100280,2023-11-25,C0002,Accessories,Charger,"39,36 EUR",1,Paid,2023-11-25,39.36,EUR,39.36,1,39.36,0,0.0,,0,0.0,no_ticket,0,0.0
100837,08/12/2023,C0006,Electronics,Tablet A,"702,29 EUR",1,Paid,2023-12-08,702.29,EUR,702.29,1,702.29,0,0.0,,0,0.0,no_ticket,0,0.0
100506,2023-12-01,C0057,Accessories,Screen Protector,7.12,1,Paid,2023-12-01,7.12,EUR,7.12,1,7.12,0,0.0,,1,-3.0,defect_quality,0,0.0
100364,2023-11-28,C0003,Electronics,TV Pro,$1094.93,1,Paid,2023-11-28,1094.93,USD,1007.3356000000001,1,1007.3356000000001,0,0.0,,0,0.0,no_ticket,0,0.0
101173,2023-12-07,C0002,Electronics,Tablet A,$636.80,1,Paid,2023-12-07,636.8,USD,585.856,1,585.856,0,0.0,,0,0.0,no_ticket,0,0.0
100612,2023-12-04,C0052,Accessories,Charger,"35,09 EUR",3,Pending,2023-12-04,35.09,EUR,35.09,3,105.27000000000001,0,0.0,,0,0.0,no_ticket,0,0.0
100040,2023-11-16,C0238,Electronics,Laptop X,1653.40,1,Paid,2023-11-16,1653.4,EUR,1653.4,1,1653.4,0,0.0,,0,0.0,no_ticket,0,0.0
101085,2023-12-13,C0038,Smart Home,NordCam Mini,"91,86 EUR",2,Paid,2023-12-13,91.86,EUR,91.86,2,183.72,0,0.0,,0,0.0,no_ticket,0,0.0
100412,29/11/2023,C0053,Electronics,TV Pro,1261.41,1,Paid,2023-11-29,1261.41,EUR,1261.41,1,1261.41,0,0.0,,0,0.0,no_ticket,0,0.0
100278,25/11/2023,C0181,Smart Home,NordLock Pro,"247,91 EUR",1,Paid,2023-11-25,247.91,EUR,247.91,1,247.91,0,0.0,,0,0.0,no_ticket,0,0.0
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,2023-12-14,211.15,EUR,211.15,1,211.15,0,0.0,,2,-1.0,delivery,0,0.0
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185,1,Paid,2023-12-03,185.0,EUR,185.0,1,185.0,0,0.0,,0,0.0,no_ticket,0,0.0
100827,2023-12-08,C0013,Electronics,Tablet A,$665.07,1,Paid,2023-12-08,665.07,USD,611.8644,1,611.8644,1,665.07,Processed,0,0.0,no_ticket,1,1.0869565217391304
100561,03/12/2023,C0002,Electronics,Tablet A,"771,78 EUR",1,Paid,2023-12-03,771.78,EUR,771.78,1,771.78,0,0.0,,0,0.0,no_ticket,0,0.0
101183,21/11/2023,C0170,Accessories,Charger,30.35,2,Paid,2023-11-21,30.35,EUR,30.35,2,60.7,0,0.0,,0,0.0,no_ticket,0,0.0
100426,2023-11-29,C0031,Accessories,Screen Protector,$8.99,2,Failed,2023-11-29,8.99,USD,8.270800000000001,2,16.541600000000003,0,0.0,,0,0.0,no_ticket,0,0.0
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,2023-11-27,1536.64,EUR,1536.64,1,1536.64,0,0.0,,0,0.0,no_ticket,0,0.0
100998,12/12/2023,C0001,Accessories,Laptop Sleeve,"23,36 EUR",1,Failed,2023-12-12,23.36,EUR,23.36,1,23.36,0,0.0,,0,0.0,no_ticket,0,0.0
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,2023-12-13,441.24,EUR,441.24,1,441.24,0,0.0,,1,-4.0,defect_quality,0,0.0
100471,2023-11-30,C0019,Smart Home,NordLock Pro,$180.99,1,Paid,2023-11-30,180.99,USD,166.51080000000002,1,166.51080000000002,0,0.0,,0,0.0,no_ticket,0,0.0
100303,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,2023-11-26,224.82,EUR,224.82,1,224.82,0,0.0,,0,0.0,no_ticket,0,0.0
101002,12/12/2023,C0008,Electronics,Tablet A,318.91,1,Paid,2023-12-12,318.91,EUR,318.91,1,318.91,0,0.0,,0,0.0,no_ticket,0,0.0
100570,2023-12-03,C0001,Accessories,Laptop Sleeve,"19,23 EUR",1,Paid,2023-12-03,19.23,EUR,19.23,1,19.23,0,0.0,,0,0.0,no_ticket,0,0.0
100058,2023-11-17,C0031,Electronics,TV Pro,"914,97 EUR",1,Paid,2023-11-17,914.97,EUR,914.97,1,914.97,0,0.0,,0,0.0,no_ticket,0,0.0
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,"180,76 EUR",1,Paid,2023-11-29,180.76,EUR,180.76,1,180.76,0,0.0,,1,-1.0,delivery,0,0.0
100093,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,2023-11-18,894.13,EUR,894.13,1,894.13,0,0.0,,0,0.0,no_ticket,0,0.0
100798,2023-12-08,C0004,Accessories,Laptop Sleeve,41.56,1,Paid,2023-12-08,41.56,EUR,41.56,1,41.56,0,0.0,,0,0.0,no_ticket,0,0.0
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,2023-12-03,1597.38,EUR,1597.38,1,1597.38,0,0.0,,0,0.0,no_ticket,0,0.0
100484,2023-12-01,C0137,Smart Home,NordCam Mini,80,1,Paid,2023-12-01,80.0,EUR,80.0,1,80.0,0,0.0,,1,-1.0,delivery,0,0.0
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,2023-11-25,258.75,EUR,258.75,1,258.75,1,258.75,Processed,2,-1.5,delivery,1,1.0
100084,2023-11-18,C0001,Accessories,Wireless Mouse,"56,31 EUR",1,Paid,2023-11-18,56.31,EUR,56.31,1,56.31,0,0.0,,0,0.0,no_ticket,0,0.0
100592,2023-12-03,C0024,Smart Home,NordLock Pro,"189,75 EUR",1,Paid,2023-12-03,189.75,EUR,189.75,1,189.75,0,0.0,,0,0.0,no_ticket,0,0.0
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,2023-11-15,1446.04,EUR,1446.04,1,1446.04,0,0.0,,0,0.0,no_ticket,0,0.0
100042,2023-11-16,C0002,Accessories,Charger,"18,80 EUR",3,Paid,2023-11-16,18.8,EUR,18.8,3,56.400000000000006,0,0.0,,0,0.0,no_ticket,0,0.0
100327,2023-11-27,C0002,Electronics,Laptop X,$1437.50,1,Paid,2023-11-27,1437.5,USD,1322.5,1,1322.5,0,0.0,,0,0.0,no_ticket,0,0.0
100087,18/11/2023,C0002,Accessories,Accessory Bundle,32.79,1,Paid,2023-11-18,32.79,EUR,32.79,1,32.79,0,0.0,,0,0.0,no_ticket,0,0.0
100457,30/11/2023,C0010,Accessories,Screen Protector,5,1,Paid,2023-11-30,5.0,EUR,5.0,1,5.0,0,0.0,,0,0.0,no_ticket,0,0.0
100965,2023-12-11,C0279,Accessories,Screen Protector,"12,26 EUR",1,Paid,2023-12-11,12.26,EUR,12.26,1,12.26,0,0.0,,1,-1.0,delivery,0,0.0
101028,2023-12-12,C0044,Accessories,Wireless Mouse,"31,71 EUR",1,Paid,2023-12-12,31.71,EUR,31.71,1,31.71,0,0.0,,1,0.0,app_connectivity,0,0.0
100731,06/12/2023,C0002,Electronics,TV Pro,"1405,31 EUR",2,Paid,2023-12-06,1405.31,EUR,1405.31,2,2810.62,0,0.0,,0,0.0,no_ticket,0,0.0
100852,09/12/2023,C0113,Accessories,USB-C Cable,"18,62 EUR",2,Paid,2023-12-09,18.62,EUR,18.62,2,37.24,0,0.0,,0,0.0,no_ticket,0,0.0
100916,2023-12-10,C0003,Electronics,Laptop X,"1608,63 EUR",1,Paid,2023-12-10,1608.63,EUR,1608.63,1,1608.63,0,0.0,,0,0.0,no_ticket,0,0.0
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,2023-12-13,26.47,EUR,26.47,2,52.94,0,0.0,,1,-1.0,delivery,0,0.0
101160,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,2023-11-25,19.93,EUR,19.93,2,39.86,0,0.0,,0,0.0,no_ticket,0,0.0
100108,19/11/2023,C0008,Smart Home,NordPlug,$24.89,1,Paid,2023-11-19,24.89,USD,22.8988,1,22.8988,0,0.0,,0,0.0,no_ticket,0,0.0
100690,2023-12-06,C0003,Smart Home,NordLock Pro,$192.91,1,Paid,2023-12-06,192.91,USD,177.4772,1,177.4772,0,0.0,,0,0.0,no_ticket,0,0.0
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,2023-12-11,45.19,EUR,45.19,4,180.76,0,0.0,,1,0.0,delivery,0,0.0
100747,07/12/2023,C0006,Accessories,Screen Protector,$11.32,4,Paid,2023-12-07,11.32,USD,10.4144,4,41.6576,0,0.0,,0,0.0,no_ticket,0,0.0
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,2023-12-13,202.54,EUR,202.54,1,202.54,0,0.0,,0,0.0,no_ticket,0,0.0
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,2023-11-28,210.88,EUR,210.88,1,210.88,0,0.0,,0,0.0,no_ticket,0,0.0
100165,22/11/2023,C0001,Electronics,Smartphone Z,$771.06,1,Paid,2023-11-22,771.06,USD,709.3752,1,709.3752,0,0.0,,0,0.0,no_ticket,0,0.0
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,2023-12-07,916.41,EUR,916.41,1,916.41,0,0.0,,0,0.0,no_ticket,0,0.0
100039,2023-11-16,C0003,Accessories,Accessory Bundle,"91,93 EUR",2,Paid,2023-11-16,91.93,EUR,91.93,2,183.86,0,0.0,,0,0.0,no_ticket,0,0.0
100149,2023-11-21,C0001,Electronics,Tablet A,"475,44 EUR",1,Paid,2023-11-21,475.44,EUR,475.44,1,475.44,0,0.0,,0,0.0,no_ticket,0,0.0
100068,17/11/2023,C0004,Accessories,Accessory Bundle,84.63,2,Paid,2023-11-17,84.63,EUR,84.63,2,169.26,0,0.0,,0,0.0,no_ticket,0,0.0
100260,2023-11-25,C0003,Electronics,Smartphone Z,"706,61 EUR",2,Paid,2023-11-25,706.61,EUR,706.61,2,1413.22,0,0.0,,0,0.0,no_ticket,0,0.0
100558,03/12/2023,C0008,Electronics,Tablet A,$356.42,1,Paid,2023-12-03,356.42,USD,327.9064,1,327.9064,0,0.0,,0,0.0,no_ticket,0,0.0
100184,22/11/2023,C0028,Smart Home,NordLock Pro,"210,27 EUR",2,Paid,2023-11-22,210.27,EUR,210.27,2,420.54,0,0.0,,0,0.0,no_ticket,0,0.0
101079,13/12/2023,C0003,Accessories,Charger,"40,81 EUR",1,Paid,2023-12-13,40.81,EUR,40.81,1,40.81,0,0.0,,0,0.0,no_ticket,0,0.0
101094,2023-12-14,C0030,Electronics,Laptop X,"1326,30 EUR",2,Paid,2023-12-14,1326.3,EUR,1326.3,2,2652.6,0,0.0,,3,-1.0,defect_quality,0,0.0
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,2023-12-11,157.39,EUR,157.39,1,157.39,0,0.0,,0,0.0,no_ticket,0,0.0
100054,2023-11-17,C0011,Electronics,Laptop X,"1 798,82 EUR",1,Paid,2023-11-17,798.82,EUR,798.82,1,798.82,0,0.0,,0,0.0,no_ticket,0,0.0
100617,2023-12-04,C0002,Electronics,Tablet A,$351.21,1,Paid,2023-12-04,351.21,USD,323.1132,1,323.1132,0,0.0,,0,0.0,no_ticket,0,0.0
100136,20/11/2023,C0256,Smart Home,NordTherm,85,2,Paid,2023-11-20,85.0,EUR,85.0,2,170.0,0,0.0,,0,0.0,no_ticket,0,0.0
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,2023-12-11,68.13,EUR,68.13,3,204.39,0,0.0,,2,-1.5,defect_quality,0,0.0
100955,2023-12-11,C0002,Accessories,Screen Protector,"5,43 EUR",1,Paid,2023-12-11,5.43,EUR,5.43,1,5.43,0,0.0,,0,0.0,no_ticket,0,0.0
100221,2023-11-24,C0001,Electronics,TV Pro,"1 386,66 EUR",1,Paid,2023-11-24,386.66,EUR,386.66,1,386.66,0,0.0,,0,0.0,no_ticket,0,0.0
101060,2023-12-13,C0001,Electronics,TV Pro,1293.65,1,Paid,2023-12-13,1293.65,EUR,1293.65,1,1293.65,0,0.0,,0,0.0,no_ticket,0,0.0
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,$302.52,1,Paid,2023-12-06,302.52,USD,278.3184,1,278.3184,0,0.0,,0,0.0,no_ticket,0,0.0
101151,2023-12-11,C0007,Accessories,Accessory Bundle,"44,45 EUR",1,Paid,2023-12-11,44.45,EUR,44.45,1,44.45,0,0.0,,0,0.0,no_ticket,0,0.0
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201,1,Paid,2023-12-09,201.0,EUR,201.0,1,201.0,0,0.0,,2,-1.5,defect_quality,0,0.0
100329,2023-11-27,C0001,Accessories,Phone Case,"12,21 EUR",2,Paid,2023-11-27,12.21,EUR,12.21,2,24.42,0,0.0,,0,0.0,no_ticket,0,0.0
100835,08/12/2023,C0023,Electronics,Laptop X,"1 517,20 EUR",1,Paid,2023-12-08,517.2,EUR,517.2,1,517.2,0,0.0,,0,0.0,no_ticket,0,0.0
100312,26/11/2023,C0148,Electronics,Laptop X,$1691.90,1,Paid,2023-11-26,1691.9,USD,1556.5480000000002,1,1556.5480000000002,0,0.0,,0,0.0,no_ticket,0,0.0
100377,2023-11-28,C0009,Accessories,USB-C Cable,"19,51 EUR",1,Paid,2023-11-28,19.51,EUR,19.51,1,19.51,0,0.0,,0,0.0,no_ticket,0,0.0
100639,04/12/2023,C0042,Smart Home,NordLock Pro,"223,67 EUR",2,Paid,2023-12-04,223.67,EUR,223.67,2,447.34,0,0.0,,0,0.0,no_ticket,0,0.0
101098,2023-12-14,C0001,Accessories,Charger,"22,04 EUR",1,Paid,2023-12-14,22.04,EUR,22.04,1,22.04,0,0.0,,0,0.0,no_ticket,0,0.0
100173,22/11/2023,C0008,Electronics,Smartphone Z,"1043,81 EUR",1,Paid,2023-11-22,1043.81,EUR,1043.81,1,1043.81,0,0.0,,0,0.0,no_ticket,0,0.0
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,2023-12-09,1389.38,EUR,1389.38,1,1389.38,0,0.0,,0,0.0,no_ticket,0,0.0
100560,03/12/2023,C0196,Electronics,Smartphone Z,$840.55,1,Paid,2023-12-03,840.55,USD,773.306,1,773.306,0,0.0,,0,0.0,no_ticket,0,0.0
100289,2023-11-25,C0005,Smart Home,NordLock Pro,249.63,2,Paid,2023-11-25,249.63,EUR,249.63,2,499.26,0,0.0,,0,0.0,no_ticket,0,0.0
100294,25/11/2023,C0002,Accessories,USB-C Cable,13.57,2,Paid,2023-11-25,13.57,EUR,13.57,2,27.14,0,0.0,,0,0.0,no_ticket,0,0.0
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,2023-11-29,8.41,EUR,8.41,3,25.23,0,0.0,,0,0.0,no_ticket,0,0.0
101154,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,2023-12-11,241.95,EUR,241.95,1,241.95,0,0.0,,0,0.0,no_ticket,0,0.0
100666,05/12/2023,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,2023-12-05,22.57,EUR,22.57,4,90.28,0,0.0,,0,0.0,no_ticket,0,0.0
100270,25/11/2023,C0031,Accessories,Laptop Sleeve,$17.02,2,Paid,2023-11-25,17.02,USD,15.6584,2,31.3168,0,0.0,,0,0.0,no_ticket,0,0.0
101087,2023-12-14,C0009,Electronics,Tablet A,484.26,1,Paid,2023-12-14,484.26,EUR,484.26,1,484.26,0,0.0,,0,0.0,no_ticket,0,0.0
100321,2023-11-27,C0004,Accessories,Accessory Bundle,"51,76 EUR",1,Paid,2023-11-27,51.76,EUR,51.76,1,51.76,0,0.0,,0,0.0,no_ticket,0,0.0
100462,2023-11-30,C0009,Electronics,Laptop X,"1389,57 EUR",1,Paid,2023-11-30,1389.57,EUR,1389.57,1,1389.57,0,0.0,,0,0.0,no_ticket,0,0.0
100370,2023-11-28,C0217,Accessories,USB-C Cable,"19,89 EUR",2,Failed,2023-11-28,19.89,EUR,19.89,2,39.78,0,0.0,,0,0.0,no_ticket,0,0.0
